12

0.109375 -0.0585938 -0.03125 -0.0625 -0.0078125 0.03125 0.09375 -0.0429688 0.0390625 0.00292969 -0.0175781 -0.0146484 0.0214844 0.078125 0.0126953 -0.0292969 0 -0.0146484 0.0234375 -0.0429688 0.0292969 0.0390625 -0.078125 -0.0253906 0.0078125 -0.0078125 0.03125 -0.0585938 0 -0.0292969 -0.0351562 0.00390625 0 0.0390625 0.0585938 -0.0292969 -0.0175781 0.0585938 -0.0703125 0.0625 0.00976562 0.0078125 0.0195312 -0.0585938 0.0078125 0.0507812 0.078125 -0.0585938 0.0507812 0.00976562 -0.0351562 0.0585938 0.0625 -0.0546875 0.0351562 0.0546875 0.0507812 0.0214844 0.0234375 0.0117188 -0.00878906 -0.0585938 0.0253906 -0.0292969 -0.0078125 -0.0126953 0.0273438 0.0351562 0.0078125 -0.0351562 -0.0390625 0.0351562 -0.0507812 -0.0195312 0.0078125 0.0175781 -0.00878906 -0.0078125 0.0175781 -0.0175781 -0.0351562 -0.0234375 0.0253906 0.09375 -0.0214844 0.0292969 0 0.0351562 -0.046875 0.00195312 
-0.0507812 -0.109375 0.0253906 -0.0390625 0.0292969 -0.0351562 -0.0625 -0.109375 -0.140625 0.03125 0.078125 -0.0585938 0.0351562 0.0253906 -0.0214844 0.0234375 0.00976562 -0.0253906 0.0351562 -0.0078125 0.0429688 0.00878906 0.046875 -0.0703125 -0.0234375 -0.03125 -0.0292969 -0.0507812 0.0253906 -0.0859375 0.0107422 0.0585938 -0.03125 -0.0703125 -0.0195312 0.03125 -0.0292969 -0.0136719 -0.0859375 0.0390625 -0.0703125 -0.0253906 -0.0390625 -0.03125 -0.0351562 -0.0175781 0 -0.0126953 0.0214844 0.00390625 -0.0507812 0.046875 0 -0.0214844 -0.09375 0.0273438 0.046875 0.0234375 0.0390625 0.00390625 -0.101562 0.0253906 0.046875 -0.0585938 0.0175781 0.09375 -0.0390625 0.0429688 0 0.0126953 -0.0351562 0.109375 -0.0273438 -0.0273438 0.0078125 0.0214844 -0.109375 0.0234375 -0.0292969 0.0126953 0.00195312 -0.0195312 -0.0126953 -0.0859375 -0.0078125 -0.0214844 -0.03125 0.0146484 0 -0.015625 
0.0703125 0.0390625 0.125 -0.00976562 0.046875 0.00195312 0.0703125 -0.0351562 0.117188 -0.0234375 -0.09375 -0.0136719 -0.0585938 -0.0703125 0.0292969 -0.0390625 0.000976562 0 0.0429688 0.0625 0.0078125 0.046875 0.0195312 -0.0507812 0.0351562 0.0351562 -0.0351562 -0.09375 0.0292969 0.00292969 0.015625 -0.0214844 -0.0703125 0.0703125 0.00976562 -0.046875 -0.0273438 0.0195312 -0.0585938 0.0292969 0.0859375 0.0078125 0.03125 0.0351562 0.0107422 -0.0292969 -0.0078125 0.046875 -0.0078125 -0.0429688 0.0175781 0.0390625 -0.03125 -0.046875 0.09375 0.0253906 0.03125 -0.0195312 0 -0.0507812 -0.00878906 -0.078125 0.0214844 0.0585938 0.00878906 0.0175781 0.0195312 0.0351562 0.046875 0.0292969 0.0126953 -0.03125 0.03125 -0.125 0.015625 0 -0.046875 0.0429688 0.0253906 -0.0703125 -0.0273438 0.0175781 0.0234375 -0.0234375 0.0507812 0.0507812 -0.046875 0.00390625 0.0507812 0.0253906 
0.0390625 -0.0390625 0.0859375 0.140625 -0.109375 0.0351562 -0.0429688 -0.0351562 0.0253906 -0.0703125 0.00292969 -0.0253906 0.078125 -0.03125 0.0703125 -0.00878906 0.0292969 -0.0253906 0.0585938 0.109375 -0.03125 -0.0136719 -0.0859375 0.0703125 0.046875 -0.0390625 -0.0175781 0.0253906 0.0585938 -0.078125 -0.109375 -0.0126953 0.0625 -0.046875 -0.0546875 0.0429688 0.078125 0.0195312 -0.0273438 0 -0.0390625 -0.046875 -0.078125 0.0703125 -0.0390625 -0.0859375 -0.0585938 -0.0429688 0.078125 -0.0117188 -0.0585938 0.0214844 0.0429688 0.0703125 0 -0.0195312 -0.0585938 0.101562 -0.09375 -0.0390625 -0.0390625 -0.0234375 0.0703125 0.0078125 0.0273438 0.0703125 0.101562 -0.00976562 -0.00976562 -0.0292969 0.0546875 0.0117188 0.0859375 -0.0292969 0.0585938 -0.0859375 0.046875 0.0078125 -0.00976562 0.0390625 0.0351562 0.0351562 -0.0351562 -0.078125 0.0175781 0 -0.0273438 -0.0859375 0.0703125 -0.03125 
0.0117188 -0.0390625 0.046875 0.0703125 0.09375 -0.0234375 0.0859375 -0.0703125 0.0146484 -0.0078125 -0.0214844 0.0292969 -0.0175781 0.046875 -0.0507812 -0.0546875 0.0507812 -0.0625 0.0703125 -0.078125 -0.0625 -0.0078125 0.0136719 0.0507812 0.0703125 0.046875 0.0390625 0.0703125 -0.046875 0.0390625 -0.03125 -0.0507812 0.0507812 -0.0253906 -0.101562 0.03125 0.03125 -0.0292969 0 -0.0107422 -0.0390625 0.0175781 0.00195312 0.00976562 -0.0390625 0 0.0507812 0.0126953 0.0351562 -0.0253906 -0.0273438 -0.0546875 0.0107422 0.117188 0.0585938 0.0078125 0.03125 -0.0390625 0.0195312 -0.0273438 -0.0195312 0.0546875 -0.0078125 0.015625 -0.0625 0.0625 0.03125 0 0.00976562 0.0078125 0.0859375 -0.101562 0.0136719 -0.0390625 0.0214844 0.0703125 -0.0703125 0.09375 0.078125 -0.0585938 -0.0351562 0.0625 0.0078125 -0.0078125 0.0429688 0.0351562 -0.0507812 0.0429688 0.00878906 0.0195312 
-0.0146484 -0.0078125 -0.0429688 -0.0175781 -0.109375 -0.101562 -0.0126953 0.0234375 0.03125 0.078125 0.0390625 -0.078125 0.0292969 -0.00976562 -0.0429688 0.0703125 -0.0507812 0.0107422 -0.078125 0.0429688 -0.0703125 0.0253906 0.00390625 -0.0273438 -0.0859375 -0.078125 0.03125 -0.0234375 -0.0117188 -0.0585938 -0.0429688 -0.0273438 0 -0.0234375 -0.0175781 -0.0292969 0.03125 0.00195312 -0.0546875 -0.0292969 0.00878906 -0.078125 -0.0234375 0.0078125 0.046875 -0.0273438 -0.0625 -0.0078125 0.03125 0.0351562 0.0136719 -0.0078125 0.0546875 -0.0234375 -0.0625 -0.0859375 -0.00976562 0.0429688 -0.0195312 -0.0507812 -0.0126953 0.0507812 0.0859375 0.0175781 0.0078125 -0.078125 0.078125 0.0429688 -0.0126953 -0.03125 0 0.125 0.0273438 0.0390625 -0.00878906 -0.0214844 0.0175781 -0.0546875 0 0.0703125 0.0292969 -0.046875 -0.0625 -0.0078125 -0.0351562 -0.0429688 0.0078125 0.0175781 0.046875 0.00390625 
-0.0429688 -0.0625 0.03125 -0.015625 0.0273438 0.0859375 0.0429688 -0.046875 -0.0507812 0.0078125 0 0.0546875 -0.0585938 -0.0136719 0.0703125 0 0.0234375 0.078125 -0.0390625 0.078125 0.0351562 0.0273438 0.0859375 -0.0546875 0.0292969 0 0.0507812 -0.0625 -0.0195312 0.078125 0.140625 0.00878906 0.0253906 0.00390625 0.0078125 0.0273438 -0.0703125 0.0507812 -0.0859375 0.0703125 0 -0.0546875 0.0585938 -0.0585938 0.0625 -0.0625 -0.0273438 0.0253906 -0.117188 -0.0351562 0.00390625 0.0253906 0.101562 0.0234375 -0.0703125 -0.0507812 0.0351562 -0.078125 -0.0859375 0.0253906 0.0214844 0.0146484 0.0292969 0.046875 0.101562 -0.00878906 -0.046875 -0.078125 -0.0859375 0.0585938 0.00195312 0.0390625 0.0429688 -0.0390625 -0.0253906 -0.0078125 -0.0273438 0.0253906 0.0351562 0.046875 0.0292969 0.0507812 0.078125 -0.0703125 0.0292969 0.0429688 -0.0234375 0.00976562 0 0.0390625 
0.0703125 0.0703125 -0.0546875 -0.0625 -0.0351562 -0.0429688 -0.0214844 -0.101562 -0.0351562 0.109375 0.0703125 0.0078125 0.00195312 0.0390625 0.0136719 -0.0351562 -0.0429688 -0.0253906 0.0351562 0.0146484 -0.0078125 -0.03125 0.00390625 0.0214844 0.0585938 0.0146484 -0.0234375 0.046875 -0.078125 -0.0429688 -0.0195312 0.0292969 -0.101562 0.00390625 -0.0214844 0.0703125 0.015625 -0.00878906 0.0175781 0 0.0390625 0.00390625 -0.0214844 0.015625 -0.0703125 -0.0546875 -0.0351562 -0.0429688 0 0.03125 0.0117188 0.0253906 0.0273438 -0.0585938 0.0273438 0.0126953 -0.0351562 0.00292969 -0.0703125 0.00976562 0.00390625 0.00195312 -0.0078125 -0.0429688 0.0078125 -0.0585938 0.0273438 -0.03125 -0.0625 0.0859375 0.078125 0.00390625 -0.03125 0.0625 -0.0390625 -0.015625 -0.0703125 -0.0292969 0.0429688 -0.015625 -0.0136719 0.078125 -0.0117188 -0.0234375 0.0546875 -0.0546875 0.09375 -0.0351562 -0.0146484 -0.0234375 
0.0136719 0.0390625 0.03125 0.00195312 0.0234375 -0.0625 0.0625 0.0126953 -0.0390625 -0.0175781 0.0175781 -0.0585938 -0.0292969 -0.0546875 0.0273438 -0.0859375 0.0703125 0.0234375 -0.0078125 0.09375 -0.03125 0.0214844 0.0117188 -0.0390625 0.0136719 0.0351562 -0.0253906 -0.0351562 0 0 0.0351562 -0.0625 -0.0351562 -0.0078125 -0.0703125 0.0195312 -0.0175781 -0.0214844 -0.0292969 -0.0585938 0.0117188 -0.0351562 0.0625 -0.0195312 -0.0703125 -0.0390625 0.0146484 0.0078125 0.0195312 -0.0253906 0.0625 -0.0078125 -0.0703125 -0.0507812 0.00195312 0.0126953 0.0429688 0.0351562 0 0.0351562 -0.0292969 -0.015625 0.0253906 0 0 0.0195312 0 0.0117188 -0.0507812 0.0107422 0.0625 0.0273438 -0.0429688 0.0175781 0 0.0214844 0.0585938 -0.0507812 0.0146484 0 -0.00878906 0.046875 -0.0078125 0.0546875 -0.0507812 0 0.0107422 0.046875 0.0126953 -0.0195312 
0.0703125 -0.0507812 0.0234375 0.03125 0.0214844 0.0351562 0.0390625 0.0585938 0.015625 0.125 0.0253906 0.0351562 0.0585938 -0.0625 0.0273438 -0.0273438 -0.0234375 -0.0625 -0.0351562 -0.078125 0.0253906 0 -0.0625 0.00390625 0 0.0136719 0.0273438 -0.109375 -0.09375 -0.0585938 0.03125 0 -0.09375 0.0390625 -0.0214844 -0.00976562 -0.0703125 -0.0507812 0.0214844 0.0351562 0.171875 -0.0273438 0.0625 0.0585938 0.0859375 0.00878906 0.046875 -0.0146484 0.0107422 0.0273438 -0.0078125 0.046875 -0.03125 -0.0625 -0.0078125 -0.109375 0.0078125 -0.015625 0.00390625 0.0351562 0.00390625 -0.125 0.00195312 0.0195312 -0.0703125 0.0625 0.0703125 -0.00976562 0.015625 0 -0.0175781 0.125 0.0126953 -0.046875 -0.0195312 -0.0126953 0.0703125 -0.00976562 0.0253906 0.0429688 -0.0625 0.078125 0.0175781 0.0292969 -0.0390625 -0.0273438 0.078125 0.0078125 -0.0078125 0.0625 
