0.000000e+00,nan,nan,nan,nan
1.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,5.120000e+02
2.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.000000e+01,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
1.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
2.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
3.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
4.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
5.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
6.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
7.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
8.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.000000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.100000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.200000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.300000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.400000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.500000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.600000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.700000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.800000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
9.900000e+02,0.000000e+00,0.000000e+00,2.229571e-03,inf
